,precinct,registered_voters,Parag Gupta,Natalie Gee,Greg Hardeman,Frances Hsieh,Michela Alioto-Pier,Jade Tu,Leah Lacroix,Sandra Lee Fewer,Connie Chan,Mike Chen,Queena Chen,Dan Calamuci,Lanier Coles,Sara Barz,Jen Nossokoff,Catherine Stefani,Marjan Philhour,Mano Raju,Hene Kelly,Gordon Mar,Brian Quan,votes_cast,turnout,geometry,demsForChange,laborAndWorkingFamilies,unaffiliated,demsForChange_percentage,demsForChange_percentage_bin
115,9702,686,115,145,132,139,107,106,130,129,158,107,115,103,93,92,16,162,105,140,125,148,104,2471,360.2,"POLYGON ((-122.46582500019625 37.772609000301685, -122.465462999798 37.772598999654605, -122.46470899976259 37.7724649998002, -122.46461099985332 37.77244000026149, -122.46412399978159 37.77231999994378, -122.46303800038346 37.77202399993694, -122.46204699962328 37.77177600013198, -122.46118399980793 37.771625000161166, -122.46000299997525 37.771451000310805, -122.45916199990121 37.771313999691635, -122.45897000028059 37.7712830002627, -122.45819699997861 37.77117000021851, -122.45794599990843 37.771132999795704, -122.45683899969562 37.770992000087666, -122.45652200040152 37.77095200016683, -122.4559249998266 37.77088799996449, -122.45536099976204 37.770851000110696, -122.45519500008066 37.770797999808096, -122.45529499963978 37.77067600005242, -122.45535300026441 37.77053999993622, -122.45536400013506 37.770434000267365, -122.45535300026441 37.77034599989097, -122.45530600040874 37.77019599965345, -122.45519199970761 37.769984999703794, -122.45491200022346 37.76945699976931, -122.45486199999473 37.76929899983602, -122.45483699988037 37.76903800021808, -122.45483400040565 37.76882199993557, -122.45489200013195 37.76863599973901, -122.45495400005625 37.768449999784686, -122.45509399979834 37.76829599989609, -122.45521799964688 37.76819099969136, -122.45535300026441 37.76812299986475, -122.45634499995118 37.767838999662196, -122.4566989999535 37.76774300026726, -122.45827700034454 37.76728000034061, -122.45854500013314 37.76720099986579, -122.45863700019464 37.76720000001205, -122.4588720003713 37.76709499967138, -122.45909300030424 37.766953000217946, -122.459640999577 37.76652800008454, -122.45980100030891 37.76640399994623, -122.45996399961722 37.766308999974555, -122.46010500008252 37.76629800002973, -122.46039100031277 37.76623200032653, -122.46095600020229 37.766207999967975, -122.4610969997693 37.766209999702255, -122.46119700022673 37.76620299992184, -122.46211100009569 37.76615900006976, -122.46216499962406 37.766143000052494, -122.46228699982278 37.76615099970646, -122.46315800003406 37.76610699982346, -122.4632390002249 37.76611199987603, -122.46335600040078 37.76611199987603, -122.46431200010255 37.76607200015603, -122.46429700003395 37.76596300015229, -122.4642369997595 37.76506700000159, -122.46417200036046 37.764131000298526, -122.46524500023813 37.7640840002363, -122.46631100044307 37.76403700014418, -122.46738299959746 37.763990000022226, -122.46845100035054 37.76394299987041, -122.46952199968007 37.76389599968872, -122.4705949995577 37.76384900018729, -122.47072400032745 37.76569399970972, -122.47073000017521 37.76577900032229, -122.47085599967362 37.765780000195235, -122.47170199977052 37.765738999711985, -122.47180300005287 37.76572199973013, -122.47192000022872 37.76573000013985, -122.47280300013557 37.7656929998356, -122.47292899963395 37.765679000176306, -122.47304400016002 37.765678000301996, -122.47394299996037 37.76563699976225, -122.47404599989251 37.7656299999276, -122.47415899987044 37.765627000302636, -122.47502099986086 37.76558700032034, -122.47511999959508 37.765580999646446, -122.47525299966446 37.76557999977081, -122.47606399960128 37.76554499985399, -122.4761909998229 37.76553800001068, -122.47630700017383 37.76553399979553, -122.47712499978336 37.765497999980184, -122.4772610002258 37.765486000037825, -122.4772970002108 37.7660689998388, -122.47734099969341 37.76629200012372, -122.47742100005935 37.76650200009566, -122.47749300002938 37.766650000292564, -122.47776699966577 37.76702300012262, -122.47793599972016 37.76729699996433, -122.4780649995916 37.767543000180666, -122.47813999993467 37.767759999784545, -122.47819900038421 37.7680109998051, -122.47822600014841 37.76820600013554, -122.47823799984397 37.76841399996856, -122.47827100035424 37.768766000101216, -122.47832900008058 37.76912399965525, -122.47840500024853 37.7693929996932, -122.47851400002848 37.769639999858796, -122.47914599986517 37.77075399984957, -122.47886499965777 37.77085400023386, -122.47792999987237 37.77124500009746, -122.47746700009013 37.771396000134196, -122.47689499962958 37.77152900000053, -122.4760159999207 37.771687000139465, -122.47555300013843 37.77171100014002, -122.47519599976303 37.77168600034639, -122.47494600041613 37.77162399965716, -122.47365500008027 37.77115600017584, -122.47276899980038 37.77084000013143, -122.47240499975231 37.77073400018252, -122.47209699978073 37.770704000316805, -122.47183800021295 37.77070800025225, -122.47162999980048 37.77077800015296, -122.47101300003244 37.77105900031482, -122.47041399980775 37.771437000321406, -122.46947499982441 37.77209099993907, -122.46921100023376 37.77225000008275, -122.46886800010208 37.77238400032681, -122.46839199990102 37.7724770000302, -122.46808599957929 37.77252399972893, -122.46675999998163 37.77256599978189, -122.46655800031525 37.772577000214476, -122.46591700025776 37.77261099986291, -122.46582500019625 37.772609000301685))",1094,1361,16,44.562118126272914,40-45%
116,9503,693,118,129,112,113,127,109,128,113,139,112,110,110,105,105,19,179,107,129,121,118,98,2401,346.5,"POLYGON ((-122.44571700038372 37.77208000014427, -122.44553499991056 37.77114200013058, -122.44534499993975 37.77020999987788, -122.44693400020142 37.77000799973091, -122.44857899964128 37.76979799977354, -122.44964499984623 37.76966200017278, -122.45021700030676 37.76958899975134, -122.45040800010247 37.770518999692335, -122.45059999972308 37.771459999896884, -122.45187099996744 37.77129899987798, -122.45224199968821 37.77123000026976, -122.45378200044439 37.771021999836535, -122.45390200009501 37.77105399988664, -122.45396999986704 37.77137999982986, -122.45399800035446 37.77151700032675, -122.45401800044597 37.771615999885086, -122.45408299984497 37.77192999987399, -122.45395899999639 37.771996999961296, -122.45243699968188 37.772188999652734, -122.45224199968821 37.77218099994179, -122.45078700021915 37.77236800023627, -122.4491429997059 37.77257899977657, -122.44749700044112 37.77279000013485, -122.44590200033167 37.772994999818806, -122.44571700038372 37.77208000014427))",1170,1212,19,49.1183879093199,45-50%
117,9509,762,171,167,161,158,150,148,156,152,171,160,143,149,140,150,23,200,140,166,157,169,129,3160,414.7,"POLYGON ((-122.43719000036572 37.77221000013236, -122.43699399964883 37.77127399994504, -122.43704600042568 37.77126699993386, -122.43708999990831 37.7712609997209, -122.43707499983968 37.77118299974848, -122.43692099985388 37.77041200018307, -122.43690199958732 37.77033599964788, -122.43780200011092 37.77021399984005, -122.43851699978826 37.77012599991189, -122.43925400010524 37.77002500014773, -122.43946099979448 37.77040599990074, -122.4396730004049 37.770543000072, -122.44026300040878 37.77072499979804, -122.44035799994502 37.770847000182975, -122.44054600026598 37.77177900021762, -122.44073500041186 37.772713000134466, -122.4390890002488 37.77292199984754, -122.43746900002498 37.77312699987559, -122.43742299999423 37.77313299993711, -122.43738299981125 37.773138000224705, -122.43719000036572 37.77221000013236))",1537,1600,23,48.99585591329296,45-50%
118,9506,819,159,186,181,191,141,140,181,162,186,149,152,146,128,130,24,212,129,195,180,189,121,3282,400.7,"POLYGON ((-122.44073500041186 37.772713000134466, -122.44054600026598 37.77177900021762, -122.44035799994502 37.770847000182975, -122.44199800026033 37.77063800028534, -122.4433120001624 37.7704699998102, -122.44364900044626 37.770425999656496, -122.44534499993975 37.77020999987788, -122.44553499991056 37.77114200013058, -122.44571700038372 37.77208000014427, -122.44590200033167 37.772994999818806, -122.44421599998562 37.77321199975512, -122.44256499979966 37.77342400020679, -122.44092200000962 37.77363500028385, -122.44073500041186 37.772713000134466))",1455,1803,24,44.65930018416206,40-45%
119,9147,110,23,22,18,20,26,17,20,18,25,18,17,17,20,16,3,26,23,22,19,24,21,415,377.3,"POLYGON ((-122.45125599984921 37.77469500033966, -122.45116299996279 37.77424900007412, -122.45281300032383 37.77404100032309, -122.45262400017795 37.773105999656366, -122.45323500009823 37.77302800021014, -122.45428500040964 37.772895000199824, -122.454451000091 37.77371100026841, -122.45448100022824 37.77386099976583, -122.45454200032758 37.77416000021814, -122.45464199988669 37.774645999674675, -122.45468299989457 37.77475499966064, -122.45359499994834 37.77489399979389, -122.45300300029463 37.77497099965308, -122.4528099999508 37.774995000007735, -122.45135799995646 37.77517499993431, -122.45125599984921 37.77469500033966))",207,205,3,50.24271844660194,50-55%
120,9133,606,95,96,85,93,119,102,80,107,113,107,82,97,83,87,15,138,131,88,77,99,82,1976,326.1,"POLYGON ((-122.50682099979595 37.77340699986142, -122.50668500025184 37.77154200017753, -122.50775099955847 37.77149499985458, -122.5088229996112 37.771445999909126, -122.50989499966391 37.771396000134196, -122.51094599980024 37.771343000222245, -122.5111240000755 37.77132300000448, -122.51114199961884 37.77142000022921, -122.51133699961248 37.77282800021615, -122.51134099981046 37.77294999997148, -122.51133699961248 37.77301900010483, -122.51131400004627 37.773574000286416, -122.51126299999264 37.7741930000895, -122.51134400018351 37.774989000097314, -122.51135199968112 37.775082999821464, -122.5112029997182 37.775084000278675, -122.51016900019862 37.77512799979063, -122.509092000123 37.77517700013616, -122.50802400026825 37.77522599973915, -122.50695700023837 37.77527500001972, -122.50682099979595 37.77340699986142))",1041,920,15,53.08516063233044,50-55%
121,9502,715,137,142,124,129,129,131,140,126,153,131,108,128,118,128,25,212,122,137,131,145,123,2719,380.3,"POLYGON ((-122.44951699979971 37.774459999926954, -122.44932600000399 37.77352500029862, -122.4491429997059 37.77257899977657, -122.45078700021915 37.77236800023627, -122.45224199968821 37.77218099994179, -122.45243699968188 37.772188999652734, -122.45395899999639 37.771996999961296, -122.45408299984497 37.77192999987399, -122.45428500040964 37.772895000199824, -122.45323500009823 37.77302800021014, -122.45262400017795 37.773105999656366, -122.45281300032383 37.77404100032309, -122.45116299996279 37.77424900007412, -122.45125599984921 37.77469500033966, -122.45135799995646 37.77517499993431, -122.44970799959542 37.775389999666686, -122.44951699979971 37.774459999926954))",1359,1335,25,50.445434298440986,50-55%
122,9134,751,122,132,117,125,131,108,126,164,180,107,108,110,97,101,18,159,178,135,125,168,99,2610,347.5,"POLYGON ((-122.50146300008045 37.773653000343344, -122.50132800036126 37.77178699997206, -122.50240000041397 37.771738000220104, -122.50347300029159 37.77168899972558, -122.50454399962109 37.77163999990869, -122.50561099965097 37.77159199985373, -122.50668500025184 37.77154200017753, -122.50682099979595 37.77340699986142, -122.50695700023837 37.77527500001972, -122.50588400036075 37.775324000267815, -122.50481599960767 37.775372000030146, -122.50374500027817 37.775421000213946, -122.50267099967733 37.77547100010719, -122.50159799979967 37.77552000022538, -122.50146300008045 37.773653000343344))",1212,1380,18,46.75925925925926,45-50%
123,9135,713,110,102,96,101,123,105,90,117,142,99,81,102,89,91,8,188,180,102,69,111,95,2201,308.7,"POLYGON ((-122.4961150004107 37.77389800024354, -122.49597200029555 37.77203199966481, -122.49704699982303 37.771983000075224, -122.49811399985286 37.77193399974312, -122.49918300043089 37.77188500008859, -122.50025799995834 37.77183599969148, -122.50132800036126 37.77178699997206, -122.50146300008045 37.773653000343344, -122.50159799979967 37.77552000022538, -122.50051499987627 37.775569000311094, -122.49945500041744 37.77561799965428, -122.49838599983947 37.77566699967504, -122.4973189998096 37.77571499992472, -122.49625900035073 37.77576399988119, -122.4961150004107 37.77389800024354))",1182,1011,8,53.898768809849514,50-55%
124,9136,692,115,121,96,119,132,127,96,149,146,116,107,98,104,92,11,160,177,102,93,138,112,2411,348.4,"POLYGON ((-122.49075199977402 37.77414300004201, -122.4906170000548 37.772276000180845, -122.4895390001543 37.77232500028635, -122.48847100029951 37.772373999649304, -122.48739800042188 37.772422999689866, -122.48633399986677 37.772471999697906, -122.48526199981403 37.77251999989171, -122.48419399995927 37.772568999835464, -122.48419596367648 37.772565654686986, -122.48417680889968 37.77242636188658, -122.48415304127388 37.77232491010694, -122.48411501199466 37.772242245354285, -122.48407222972926 37.77217836769165, -122.4840151867087 37.77211073296048, -122.4839296221779 37.772058128363525, -122.48383454987813 37.77200176529012, -122.48373947847664 37.771971705582146, -122.48363489930622 37.771934130397455, -122.48343049484983 37.77193037337498, -122.48318806111423 37.771934130397455, -122.48284580299097 37.77194164586195, -122.48262713688112 37.771949160615655, -122.48232290713881 37.77193788812983, -122.48189983747093 37.77189279816928, -122.48187513110567 37.77189058698528, -122.48186542301238 37.771894967458564, -122.48175794408021 37.77188602473172, -122.48175765212774 37.771885633478504, -122.4813311886247 37.77184817754331, -122.4808469158382 37.77180120865847, -122.48057358454838 37.771773027739314, -122.48043097699703 37.77174249786556, -122.48031510780008 37.77171196797916, -122.48014279026738 37.771643862747936, -122.48004177651029 37.77159924197174, -122.47991996495777 37.7715475764489, -122.47980409665915 37.77147242562935, -122.47971496671497 37.77140197193287, -122.47956641680803 37.77130568531889, -122.47956641680803 37.7712822007079, -122.4795456199109 37.77123523146354, -122.47951293830253 37.77115773207415, -122.47948619994808 37.77110371798871, -122.47927514616198 37.77070722412423, -122.4798949998777 37.770495999824156, -122.48069900014183 37.77022300028673, -122.48137000033657 37.77005100031816, -122.48172400033889 37.770018999834, -122.48212900039483 37.77001300022984, -122.4825910003522 37.77006899982995, -122.48291299966918 37.77013600018339, -122.4834359997259 37.770208000251756, -122.48389699985833 37.77015800034975, -122.48437999973213 37.77003899969443, -122.48476999971945 37.76998899967814, -122.485189999844 37.770070000355005, -122.48634999976028 37.77065000010176, -122.48651399979181 37.77072499979804, -122.48669899973974 37.77081000030866, -122.48709399974993 37.770885999646616, -122.48756999995102 37.77085999976979, -122.48847100029951 37.770767000162834, -122.4890880000676 37.77078500021044, -122.48980399956984 37.77089500001151, -122.49018100003671 37.77095200016683, -122.4906940000477 37.770978000011304, -122.49112900024089 37.77094999985067, -122.49184999976602 37.770821000292436, -122.49242800007433 37.770694999928665, -122.49313600007898 37.77047699989678, -122.49361800012782 37.77031100009945, -122.49382300016724 37.770282999686245, -122.49414399965929 37.770042999665854, -122.49484099979331 37.76961100008049, -122.49512799984849 37.76947699978174, -122.49544400021595 37.7693820002071, -122.49616100044146 37.76929200034804, -122.49731700015975 37.76908599980066, -122.49789100027012 37.76894300007947, -122.49854800022113 37.768758999852665, -122.5004599996247 37.76815700014091, -122.50182600030361 37.767726000035935, -122.50221200009298 37.767614999933286, -122.50256600009533 37.767534999967076, -122.50455600021499 37.767058000050106, -122.5063019999372 37.766677999950986, -122.50656399987801 37.76688300024701, -122.506816999598 37.767152999769756, -122.50712200009484 37.76773500007531, -122.50771899977143 37.76859400029413, -122.50796300016887 37.768887000336804, -122.50827699998824 37.76923399979693, -122.5086329996404 37.76950399996745, -122.5090050000844 37.76975399993007, -122.50939500007173 37.7699830000716, -122.50951499972233 37.770041000035214, -122.50984299978538 37.77018500028685, -122.51045399970566 37.77039199971348, -122.51071499982157 37.77043699969735, -122.51085399973874 37.77043699969735, -122.51101100009757 37.77043699969735, -122.51103000036414 37.77055700023068, -122.51109200028841 37.77116000008684, -122.5111240000755 37.77132300000448, -122.51094599980024 37.771343000222245, -122.50989499966391 37.771396000134196, -122.5088229996112 37.771445999909126, -122.50775099955847 37.77149499985458, -122.50668500025184 37.77154200017753, -122.50561099965097 37.77159199985373, -122.50454399962109 37.77163999990869, -122.50347300029159 37.77168899972558, -122.50240000041397 37.771738000220104, -122.50132800036126 37.77178699997206, -122.50025799995834 37.77183599969148, -122.49918300043089 37.77188500008859, -122.49811399985286 37.77193399974312, -122.49704699982303 37.771983000075224, -122.49597200029555 37.77203199966481, -122.4961150004107 37.77389800024354, -122.49625900035073 37.77576399988119, -122.49517499970412 37.77581299980518, -122.49410400037462 37.775861999696644, -122.49304400001748 37.77591100026575, -122.49195900044425 37.77596000009231, -122.49088599966831 37.776008999886386, -122.49075199977402 37.77414300004201))",1233,1167,11,51.37500000000001,50-55%
125,9505,970,187,201,197,192,176,164,205,181,212,176,165,162,151,167,19,244,153,199,185,195,157,3688,380.2,"POLYGON ((-122.44459299955415 37.77508599977292, -122.4444050001315 37.774149000021076, -122.44421599998562 37.77321199975512, -122.44590200033167 37.772994999818806, -122.44749700044112 37.77279000013485, -122.4491429997059 37.77257899977657, -122.44932600000399 37.77352500029862, -122.44951699979971 37.774459999926954, -122.44970799959542 37.775389999666686, -122.44920200015544 37.77545400023251, -122.44884999980293 37.77549899997585, -122.44806800017845 37.77559900033302, -122.44744300001443 37.77567799964624, -122.44647100041915 37.77580199985401, -122.44478000005024 37.77601699989315, -122.44459299955415 37.77508599977292))",1737,1932,19,47.3426001635323,45-50%
126,9137,736,124,121,74,115,113,126,96,144,158,143,101,101,102,96,23,208,186,95,90,139,124,2479,336.8,"POLYGON ((-122.48539700043155 37.77438799973862, -122.48526199981403 37.77251999989171, -122.48633399986677 37.772471999697906, -122.48739800042188 37.772422999689866, -122.48847100029951 37.772373999649304, -122.4895390001543 37.77232500028635, -122.4906170000548 37.772276000180845, -122.49075199977402 37.77414300004201, -122.49088599966831 37.776008999886386, -122.48981500033881 37.776057999648, -122.48874099973794 37.77610700008719, -122.48766899968524 37.77615500005113, -122.48660300037861 37.77620399971598, -122.48553200015077 37.77625200032706, -122.48539700043155 37.77438799973862))",1323,1133,23,53.86807817589576,50-55%
127,9507,660,124,118,105,115,121,118,108,100,115,120,90,115,105,113,17,166,113,104,99,102,103,2271,344.1,"POLYGON ((-122.44130000030141 37.775504999844884, -122.44111000033061 37.774566999968776, -122.44092200000962 37.77363500028385, -122.44256499979966 37.77342400020679, -122.44421599998562 37.77321199975512, -122.4444050001315 37.774149000021076, -122.44459299955415 37.77508599977292, -122.44478000005024 37.77601699989315, -122.44313200023733 37.77622600020705, -122.44148799972405 37.776434999930046, -122.44130000030141 37.775504999844884))",1198,1056,17,53.149955634427684,50-55%
128,9138,720,84,128,112,121,107,82,107,134,150,99,105,66,80,78,20,139,126,125,110,144,81,2198,305.3,"POLYGON ((-122.48111300041863 37.77458300029356, -122.48097899962599 37.772716000182086, -122.48204900002891 37.772667000335694, -122.4831190004318 37.7726179997468, -122.48419399995927 37.772568999835464, -122.48526199981403 37.77251999989171, -122.48539700043155 37.77438799973862, -122.48553200015077 37.77625200032706, -122.48446099992294 37.77630199965829, -122.48338999969513 37.776350999935744, -122.48231799964242 37.776400000180665, -122.48124700031292 37.776448999683126, -122.48111300041863 37.77458300029356))",942,1236,20,43.25068870523416,40-45%
129,9139,703,100,140,114,125,118,106,120,145,166,128,116,81,87,88,25,163,156,116,104,147,98,2443,347.5,"POLYGON ((-122.47683000023058 37.77477900008541, -122.47669399978813 37.77291299972938, -122.47776699966577 37.772864000013605, -122.47883700006867 37.7728150002653, -122.47990499992343 37.77276599977449, -122.48097899962599 37.772716000182086, -122.48111300041863 37.77458300029356, -122.48124700031292 37.776448999683126, -122.48017500026019 37.77649799986315, -122.47910599968219 37.77654600028333, -122.47803299980454 37.77659499968902, -122.4769649999498 37.776643999772226, -122.47683000023058 37.77477900008541))",1125,1293,25,46.52605459057072,45-50%
130,9141,738,129,130,109,111,154,136,104,139,161,138,102,127,120,116,17,218,190,116,99,149,122,2687,364.1,"POLYGON ((-122.47243499988954 37.77497899977216, -122.47229699979728 37.77311399997726, -122.47342800029956 37.7730630001357, -122.47455100040591 37.77301099977367, -122.4756140002378 37.772962000122824, -122.47669399978813 37.77291299972938, -122.47683000023058 37.77477900008541, -122.4769649999498 37.776643999772226, -122.47588799987419 37.776692999823005, -122.47565900044366 37.77670299991631, -122.47482099984435 37.7767419998413, -122.47369799973795 37.7767929999852, -122.47257200015687 37.776844000093966, -122.47243499988954 37.77497899977216))",1450,1220,17,54.30711610486891,50-55%
131,9508,859,185,156,142,150,171,168,154,145,160,176,132,168,162,167,15,229,160,163,145,160,154,3262,379.7,"POLYGON ((-122.43805800020397 37.77591700010134, -122.4378349997229 37.77498699989038, -122.43783200024812 37.77490400013054, -122.43767300023949 37.77413900029238, -122.43764899995004 37.77405700005164, -122.43763800007937 37.77397699995427, -122.43748599974342 37.773214000010064, -122.43746900002498 37.77312699987559, -122.4390890002488 37.77292199984754, -122.44073500041186 37.772713000134466, -122.44092200000962 37.77363500028385, -122.44111000033061 37.774566999968776, -122.44130000030141 37.775504999844884, -122.44148799972405 37.776434999930046, -122.44034000040168 37.776580000236635, -122.43984400010912 37.776643999772226, -122.43824399997679 37.77684799969725, -122.43805800020397 37.77591700010134))",1740,1507,15,53.587927317523864,50-55%
132,9142,759,159,142,115,150,165,149,139,159,161,167,118,155,138,144,69,235,227,142,125,148,149,3156,415.8,"POLYGON ((-122.46922700012729 37.77512499984087, -122.4681580004476 37.77517400018839, -122.46708600039487 37.77522299979337, -122.46601900036502 37.77527100033132, -122.46494200028943 37.77532100032602, -122.46481199969476 37.77348900011299, -122.46374899986286 37.77362400000868, -122.46268400038115 37.773760000132995, -122.46161999982603 37.77389500024388, -122.46055299979618 37.7740309998697, -122.45948599976631 37.77416699995538, -122.45837100005589 37.77430899975703, -122.45628399985182 37.77455500007799, -122.45525299980697 37.77468700018986, -122.45468299989457 37.77475499966064, -122.45464199988669 37.774645999674675, -122.45454200032758 37.77416000021814, -122.45448100022824 37.77386099976583, -122.454451000091 37.77371100026841, -122.45428500040964 37.772895000199824, -122.45408299984497 37.77192999987399, -122.45401800044597 37.771615999885086, -122.45399800035446 37.77151700032675, -122.45396999986704 37.77137999982986, -122.4543170001967 37.7712240000538, -122.45490300000262 37.771006000161314, -122.45509399979834 37.770885999646616, -122.45519500008066 37.770797999808096, -122.45536099976204 37.770851000110696, -122.4559249998266 37.77088799996449, -122.45652200040152 37.77095200016683, -122.45683899969562 37.770992000087666, -122.45794599990843 37.771132999795704, -122.45819699997861 37.77117000021851, -122.45897000028059 37.7712830002627, -122.45916199990121 37.771313999691635, -122.46000299997525 37.771451000310805, -122.46118399980793 37.771625000161166, -122.46204699962328 37.77177600013198, -122.46303800038346 37.77202399993694, -122.46412399978159 37.77231999994378, -122.46461099985332 37.77244000026149, -122.46470899976259 37.7724649998002, -122.465462999798 37.772598999654605, -122.46582500019625 37.772609000301685, -122.46591700025776 37.77261099986291, -122.46655800031525 37.772577000214476, -122.46675999998163 37.77256599978189, -122.46808599957929 37.77252399972893, -122.46839199990102 37.7724770000302, -122.46886800010208 37.77238400032681, -122.46921100023376 37.77225000008275, -122.46947499982441 37.77209099993907, -122.47041399980775 37.771437000321406, -122.47101300003244 37.77105900031482, -122.47162999980048 37.77077800015296, -122.47183800021295 37.77070800025225, -122.47209699978073 37.770704000316805, -122.47240499975231 37.77073400018252, -122.47276899980038 37.77084000013143, -122.47365500008027 37.77115600017584, -122.47494600041613 37.77162399965716, -122.47519599976303 37.77168600034639, -122.47555300013843 37.77171100014002, -122.4760159999207 37.771687000139465, -122.47689499962958 37.77152900000053, -122.47746700009013 37.771396000134196, -122.47792999987237 37.77124500009746, -122.47886499965777 37.77085400023386, -122.47914599986517 37.77075399984957, -122.47926700023899 37.770709999864906, -122.47927514616198 37.77070722412423, -122.47948619994808 37.77110371798871, -122.47951293830253 37.77115773207415, -122.4795456199109 37.77123523146354, -122.47956641680803 37.7712822007079, -122.47956641680803 37.77130568531889, -122.47971496671497 37.77140197193287, -122.47980409665915 37.77147242562935, -122.47991996495777 37.7715475764489, -122.48004177651029 37.77159924197174, -122.48014279026738 37.771643862747936, -122.48031510780008 37.77171196797916, -122.48043097699703 37.77174249786556, -122.48057358454838 37.771773027739314, -122.4808469158382 37.77180120865847, -122.4813311886247 37.77184817754331, -122.48175765212774 37.771885633478504, -122.48175794408021 37.77188602473172, -122.48186542301238 37.771894967458564, -122.48187513110567 37.77189058698528, -122.48189983747093 37.77189279816928, -122.48232290713881 37.77193788812983, -122.48262713688112 37.771949160615655, -122.48284580299097 37.77194164586195, -122.48318806111423 37.771934130397455, -122.48343049484983 37.77193037337498, -122.48363489930622 37.771934130397455, -122.48373947847664 37.771971705582146, -122.48383454987813 37.77200176529012, -122.4839296221779 37.772058128363525, -122.4840151867087 37.77211073296048, -122.48407222972926 37.77217836769165, -122.48411501199466 37.772242245354285, -122.48415304127388 37.77232491010694, -122.48417680889968 37.77242636188658, -122.48419596367648 37.772565654686986, -122.48419399995927 37.772568999835464, -122.4831190004318 37.7726179997468, -122.48204900002891 37.772667000335694, -122.48097899962599 37.772716000182086, -122.47990499992343 37.77276599977449, -122.47883700006867 37.7728150002653, -122.47776699966577 37.772864000013605, -122.47669399978813 37.77291299972938, -122.4756140002378 37.772962000122824, -122.47455100040591 37.77301099977367, -122.47342800029956 37.7730630001357, -122.47229699979728 37.77311399997726, -122.47243499988954 37.77497899977216, -122.47257200015687 37.776844000093966, -122.47212799974287 37.77686400023837, -122.4719670000844 37.776870999719655, -122.47150599995193 37.77689300001218, -122.47043300007432 37.77694100017584, -122.46936100002158 37.77699000002976, -122.46922700012729 37.77512499984087))",1688,1399,69,54.68091998704243,50-55%
133,9143,816,139,147,132,148,144,139,123,160,183,131,122,133,116,119,46,190,154,137,129,168,134,2894,354.7,"POLYGON ((-122.46066099975118 37.77551700029153, -122.46055299979618 37.7740309998697, -122.46161999982603 37.77389500024388, -122.46268400038115 37.773760000132995, -122.46374899986286 37.77362400000868, -122.46481199969476 37.77348900011299, -122.46494200028943 37.77532100032602, -122.46507299981067 37.77710900014837, -122.46506799978779 37.777185000111935, -122.46401099980366 37.77723500023217, -122.4629410002991 37.77728300017383, -122.46186800042146 37.777331999801014, -122.46079600036872 37.77737999967969, -122.46066099975118 37.77551700029153))",1399,1449,46,49.122191011235955,45-50%
134,9144,782,137,143,121,126,143,132,139,145,184,129,134,128,127,123,32,211,159,141,119,148,119,2840,363.2,"POLYGON ((-122.4586609995858 37.7773439999511, -122.45858100011814 37.77725399984297, -122.45833699972067 37.777213999759766, -122.45686299998505 37.77740199982073, -122.45674599980919 37.77682499966775, -122.45666299996853 37.77641900000612, -122.45658500015071 37.77603299990408, -122.4564729999977 37.7754829998493, -122.45628399985182 37.77455500007799, -122.45837100005589 37.77430899975703, -122.45948599976631 37.77416699995538, -122.46055299979618 37.7740309998697, -122.46066099975118 37.77551700029153, -122.46079600036872 37.77737999967969, -122.4597250001409 37.77742999966809, -122.45899399967172 37.77746399992486, -122.4586609995858 37.7773439999511))",1408,1400,32,50.142450142450144,50-55%
135,9237,750,144,130,127,133,129,136,135,111,128,140,112,127,119,122,19,192,124,136,122,128,128,2642,352.3,"POLYGON ((-122.44167799969486 37.77737300024665, -122.44164099988494 37.77719099984413, -122.44163400021225 37.777155999742625, -122.44148799972405 37.776434999930046, -122.44313200023733 37.77622600020705, -122.44478000005024 37.77601699989315, -122.44647100041915 37.77580199985401, -122.4466429999483 37.776658999921615, -122.44665999966675 37.7767419998413, -122.44684600033789 37.77766900013938, -122.44515599979387 37.777887000266794, -122.44350700015607 37.77808900018884, -122.44186600001582 37.77829999973242, -122.44167799969486 37.77737300024665))",1361,1262,19,51.88715211589783,50-55%
136,9129,694,130,134,118,133,130,126,132,154,169,128,112,119,122,113,44,190,182,134,116,148,111,2745,395.5,"POLYGON ((-122.46615400008422 37.77713599967722, -122.46506799978779 37.777185000111935, -122.46507299981067 37.77710900014837, -122.46494200028943 37.77532100032602, -122.46601900036502 37.77527100033132, -122.46708600039487 37.77522299979337, -122.4681580004476 37.77517400018839, -122.46922700012729 37.77512499984087, -122.46936100002158 37.77699000002976, -122.46949499991588 37.77884899972367, -122.4684260002362 37.77889700003733, -122.46735400018346 37.778946000014805, -122.46628799997852 37.77899400026549, -122.46615400008422 37.77713599967722))",1351,1350,44,50.01851166234728,50-55%
