,precinct,registered_voters,Parag Gupta,Natalie Gee,Greg Hardeman,Frances Hsieh,Michela Alioto-Pier,Jade Tu,Leah Lacroix,Sandra Lee Fewer,Connie Chan,Mike Chen,Queena Chen,Dan Calamuci,Lanier Coles,Sara Barz,Jen Nossokoff,Catherine Stefani,Marjan Philhour,Mano Raju,Hene Kelly,Gordon Mar,Brian Quan,votes_cast,turnout,geometry,demsForChange,laborAndWorkingFamilies,unaffiliated,demsForChange_percentage,demsForChange_percentage_bin
137,9121,621,92,119,91,108,118,98,99,123,139,107,99,93,82,73,9,145,162,115,91,117,90,2170,349.4,"POLYGON ((-122.5008100003274 37.77945099971555, -122.49973499990159 37.77946699969327, -122.49972599968078 37.77934700013094, -122.49959099996158 37.7774819997621, -122.49945500041744 37.77561799965428, -122.50051499987627 37.775569000311094, -122.50159799979967 37.77552000022538, -122.50267099967733 37.77547100010719, -122.50374500027817 37.775421000213946, -122.50388099982229 37.777286999753365, -122.50401800008966 37.77916899980609, -122.50294500021201 37.77922699966384, -122.5018680001364 37.77927400004158, -122.50187499980912 37.77936399982043, -122.50188700040299 37.77951399991841, -122.5008100003274 37.77945099971555))",1060,1101,9,49.051365108745955,45-50%
138,9122,609,84,92,76,79,92,85,65,98,122,86,70,76,70,65,14,114,140,70,66,95,77,1736,285.1,"POLYGON ((-122.49544800041393 37.77964700009146, -122.49544099984291 37.77955800034381, -122.49531000032167 37.77767699996651, -122.49517499970412 37.77581299980518, -122.49625900035073 37.77576399988119, -122.4973189998096 37.77571499992472, -122.49838599983947 37.77566699967504, -122.49945500041744 37.77561799965428, -122.49959099996158 37.7774819997621, -122.49972599968078 37.77934700013094, -122.49973499990159 37.77946699969327, -122.49961799972574 37.77947799980907, -122.49878099984967 37.77950799966474, -122.49866899969668 37.779506999977414, -122.49854800022113 37.77951199983391, -122.49772300004062 37.77955299978042, -122.49759499999412 37.77954000030205, -122.49747600016842 37.779566999653035, -122.49664000011725 37.7795990002648, -122.49652799996427 37.77960499980108, -122.49638999987201 37.77961399981459, -122.49556499969147 37.77964799977688, -122.49544800041393 37.77964700009146))",889,833,14,51.6260162601626,50-55%
139,9123,712,103,122,83,108,94,100,97,133,153,96,111,78,78,74,17,148,142,110,88,140,85,2160,303.4,"POLYGON ((-122.48900900042486 37.77982999981028, -122.48887600035548 37.777972000354, -122.48874099973794 37.77610700008719, -122.48981500033881 37.776057999648, -122.49088599966831 37.776008999886386, -122.49195900044425 37.77596000009231, -122.49304400001748 37.77591100026575, -122.49410400037462 37.775861999696644, -122.49517499970412 37.77581299980518, -122.49531000032167 37.77767699996651, -122.49544099984291 37.77955800034381, -122.49544800041393 37.77964700009146, -122.49530699994861 37.77966700018754, -122.49450500023264 37.779692000122516, -122.49438499968373 37.77969999973072, -122.49427699972867 37.779708000048075, -122.49343700037787 37.779742999651255, -122.49330500013339 37.77975199964797, -122.49315000032269 37.779777000264225, -122.49237199999781 37.77981399991113, -122.49223700027862 37.7798169996706, -122.49117199989857 37.77986900021557, -122.49010300021888 37.77993400013532, -122.48901899957228 37.77997699991974, -122.48900900042486 37.77982999981028))",998,1145,17,46.57022865142324,45-50%
140,9124,670,101,102,100,109,108,101,84,120,148,100,84,90,95,96,21,145,135,101,90,117,100,2147,320.4,"POLYGON ((-122.48473700010747 37.7801560001075, -122.4847260002368 37.780014999857, -122.48459499981725 37.77816600027043, -122.48446099992294 37.77630199965829, -122.48553200015077 37.77625200032706, -122.48660300037861 37.77620399971598, -122.48766899968524 37.77615500005113, -122.48874099973794 37.77610700008719, -122.48887600035548 37.777972000354, -122.48900900042486 37.77982999981028, -122.48901899957228 37.77997699991974, -122.48795099971753 37.78001400017654, -122.4878150001734 37.780016000247464, -122.4870050000615 37.78005400016469, -122.48688299986276 37.78005800030432, -122.48676200038724 37.78005800030432, -122.4859289998108 37.78009899994798, -122.48581300035818 37.78010399976443, -122.48568399958843 37.7801109996489, -122.48488199987243 37.78015699978604, -122.48473700010747 37.7801560001075))",1071,1055,21,50.376293508936975,50-55%
141,9145,722,122,121,93,106,151,108,103,117,139,106,90,105,101,111,20,206,165,126,98,130,104,2422,335.5,"POLYGON ((-122.45385500023933 37.78012599980481, -122.45384099999563 37.7798879998594, -122.45378200044439 37.779602000033, -122.45366899956818 37.77905500005094, -122.4534500001834 37.777978000022316, -122.45338499988605 37.777826999937595, -122.45318800024256 37.776852999733585, -122.45304199975439 37.776136999890795, -122.45296399993657 37.77574999999834, -122.4528099999508 37.774995000007735, -122.45300300029463 37.77497099965308, -122.45359499994834 37.77489399979389, -122.45468299989457 37.77475499966064, -122.45525299980697 37.77468700018986, -122.45628399985182 37.77455500007799, -122.4564729999977 37.7754829998493, -122.45658500015071 37.77603299990408, -122.45666299996853 37.77641900000612, -122.45674599980919 37.77682499966775, -122.45686299998505 37.77740199982073, -122.45833699972067 37.777213999759766, -122.45858100011814 37.77725399984297, -122.45863800001956 37.778007999776705, -122.45873199973089 37.77933300021666, -122.45856000020177 37.77937299986329, -122.4577459998919 37.7794790002068, -122.4568720002059 37.77959099993566, -122.45669499975558 37.77962600030426, -122.45649700028717 37.77969499988694, -122.45584299981087 37.779941000035876, -122.45556699962634 37.78001800031834, -122.4548179996138 37.780116999853625, -122.45387699998064 37.780238999650805, -122.45385500023933 37.78012599980481))",1279,1123,20,53.24729392173189,50-55%
142,9125,570,69,87,68,81,81,74,76,92,124,80,77,66,63,65,12,110,116,69,70,93,70,1643,288.2,"POLYGON ((-122.48151500010152 37.78020499996036, -122.48138100020722 37.77831100002188, -122.48124700031292 37.776448999683126, -122.48231799964242 37.776400000180665, -122.48338999969513 37.776350999935744, -122.48446099992294 37.77630199965829, -122.48459499981725 37.77816600027043, -122.4847260002368 37.780014999857, -122.48473700010747 37.7801560001075, -122.48460400003809 37.780167999799154, -122.48378899990333 37.780206000348244, -122.48366699970458 37.78020700002612, -122.4825980000249 37.78026499977943, -122.48152299959914 37.78031799968559, -122.48151500010152 37.78020499996036))",794,837,12,48.681790312691604,45-50%
143,9126,731,106,130,102,121,127,120,104,147,155,117,107,103,99,92,19,164,178,113,93,146,112,2455,335.8,"POLYGON ((-122.47723500028653 37.78037899979848, -122.477099999669 37.77850499975865, -122.4769649999498 37.776643999772226, -122.47803299980454 37.77659499968902, -122.47910599968219 37.77654600028333, -122.48017500026019 37.77649799986315, -122.48124700031292 37.776448999683126, -122.48138100020722 37.77831100002188, -122.48151500010152 37.78020499996036, -122.48152299959914 37.78031799968559, -122.48045599956926 37.78035299970996, -122.4793879997145 37.78040299981746, -122.4792549996451 37.78041199973382, -122.47841399957106 37.78044600003906, -122.478309999814 37.78044899977289, -122.47724399960906 37.78050200025713, -122.47723500028653 37.78037899979848))",1218,1218,19,50.0,45-50%
144,9127,717,140,116,102,113,156,135,102,129,151,146,98,115,126,119,12,197,210,116,97,130,126,2636,367.6,"POLYGON ((-122.47283800029568 37.78054499971113, -122.47270799970102 37.77870400031749, -122.47257200015687 37.776844000093966, -122.47369799973795 37.7767929999852, -122.47482099984435 37.7767419998413, -122.47565900044366 37.77670299991631, -122.47588799987419 37.776692999823005, -122.4769649999498 37.776643999772226, -122.477099999669 37.77850499975865, -122.47723500028653 37.78037899979848, -122.47724399960906 37.78050200025713, -122.47617499992937 37.78055400032021, -122.47508899963294 37.780596999743956, -122.4739870003413 37.78064600001449, -122.47284999999124 37.78071399968401, -122.47283800029568 37.78054499971113))",1470,1154,12,56.02134146341463,55-60%
145,9128,679,86,117,94,105,99,94,105,118,138,91,102,77,81,76,17,137,130,108,91,112,81,2059,303.2,"POLYGON ((-122.46643199991858 37.78098999995588, -122.46642199987282 37.780854000352036, -122.46628799997852 37.77899400026549, -122.46735400018346 37.778946000014805, -122.4684260002362 37.77889700003733, -122.46949499991588 37.77884899972367, -122.46936100002158 37.77699000002976, -122.47043300007432 37.77694100017584, -122.47150599995193 37.77689300001218, -122.4719670000844 37.776870999719655, -122.47212799974287 37.77686400023837, -122.47257200015687 37.776844000093966, -122.47270799970102 37.77870400031749, -122.47283800029568 37.78054499971113, -122.47284999999124 37.78071399968401, -122.47239999972943 37.780741000026204, -122.47226400018532 37.78074700017979, -122.47178100031155 37.780762000206636, -122.47072199977931 37.78079499997098, -122.46963200018321 37.78083900034386, -122.46950099976367 37.78084299973101, -122.46870400007053 37.78088999979125, -122.46856900035132 37.78088999979125, -122.4684339997338 37.7808989996483, -122.46761000027651 37.7809400002455, -122.46749200027574 37.780938000199576, -122.46737400027497 37.78095500023312, -122.46655499994222 37.78099100033314, -122.46643199991858 37.78098999995588))",952,1090,17,46.62095984329089,45-50%
146,9146,660,156,94,81,100,164,146,94,94,121,141,70,142,144,130,22,199,165,98,91,104,132,2488,377.0,"POLYGON ((-122.44740100018164 37.78018799975427, -122.44730999994506 37.780206000348244, -122.44728900002866 37.78006199973372, -122.44715299958622 37.779393999722366, -122.44701700004208 37.778726000064566, -122.44703999960832 37.77862200016997, -122.44684600033789 37.77766900013938, -122.44665999966675 37.7767419998413, -122.4466429999483 37.776658999921615, -122.44647100041915 37.77580199985401, -122.44744300001443 37.77567799964624, -122.44806800017845 37.77559900033302, -122.44884999980293 37.77549899997585, -122.44920200015544 37.77545400023251, -122.44970799959542 37.775389999666686, -122.45135799995646 37.77517499993431, -122.4528099999508 37.774995000007735, -122.45296399993657 37.77574999999834, -122.45304199975439 37.776136999890795, -122.45318800024256 37.776852999733585, -122.45338499988605 37.777826999937595, -122.4534500001834 37.777978000022316, -122.45366899956818 37.77905500005094, -122.45378200044439 37.779602000033, -122.45384099999563 37.7798879998594, -122.45385500023933 37.78012599980481, -122.45387699998064 37.780238999650805, -122.45289600016451 37.78036300001818, -122.45186900031763 37.78049300035174, -122.45084400012058 37.780622000074416, -122.44981700027368 37.78075199995241, -122.44948099981468 37.78079400030107, -122.44938899975318 37.78080599988916, -122.44930300043778 37.780816999805694, -122.44879100025172 37.78088200031183, -122.44769900010748 37.781019999907905, -122.44758000028182 37.78105300026707, -122.44740100018164 37.78018799975427))",1519,947,22,61.597729115977295,60-65%
147,9131,625,85,128,104,116,83,83,118,132,159,84,115,67,73,77,34,124,111,132,104,128,80,2137,341.9,"POLYGON ((-122.46214399970766 37.781176999978896, -122.46213399966193 37.781040000342486, -122.46201800020928 37.77941800006116, -122.4620120003615 37.779335999995645, -122.46200200031576 37.779186999938204, -122.4630760000183 37.77913899981285, -122.4629410002991 37.77728300017383, -122.46401099980366 37.77723500023217, -122.46506799978779 37.777185000111935, -122.46615400008422 37.77713599967722, -122.46628799997852 37.77899400026549, -122.46642199987282 37.780854000352036, -122.46643199991858 37.78098999995588, -122.46629700019936 37.78099800013361, -122.4654760002168 37.78103699992264, -122.465358000216 37.78103699992264, -122.46523900039034 37.781049000181284, -122.46441300038491 37.7810819998175, -122.46428399961513 37.78108900031935, -122.464152000269 37.781100000193774, -122.46333899978404 37.78114099996947, -122.4632169995853 37.78114700009059, -122.46308900043711 37.78114500005028, -122.46227000010435 37.78117999968306, -122.46214399970766 37.781176999978896))",867,1236,34,41.226818830242514,40-45%
148,9132,756,115,137,117,131,123,114,119,142,167,122,114,96,106,102,26,169,148,122,115,148,111,2544,336.5,"POLYGON ((-122.45886099960232 37.78120299977758, -122.45873199973089 37.77933300021666, -122.45863800001956 37.778007999776705, -122.45858100011814 37.77725399984297, -122.4586609995858 37.7773439999511, -122.45899399967172 37.77746399992486, -122.4597250001409 37.77742999966809, -122.46079600036872 37.77737999967969, -122.46186800042146 37.777331999801014, -122.4629410002991 37.77728300017383, -122.4630760000183 37.77913899981285, -122.46200200031576 37.779186999938204, -122.4620120003615 37.779335999995645, -122.46201800020928 37.77941800006116, -122.46213399966193 37.781040000342486, -122.46214399970766 37.781176999978896, -122.46200200031576 37.78118900021476, -122.46119399985368 37.7812230001626, -122.4610680003553 37.781227000238964, -122.46000499962508 37.7812809998287, -122.45887800021909 37.781326000285006, -122.45886099960232 37.78120299977758))",1206,1312,26,47.895154884829225,45-50%
149,9236,753,167,102,92,112,168,149,104,106,128,146,93,136,150,134,14,204,151,113,104,109,144,2626,348.7,"POLYGON ((-122.4427659996411 37.782822000300946, -122.44269200002127 37.78264300017958, -122.4418199999851 37.78230700015748, -122.44167199984709 37.78223400015147, -122.4415120000135 37.782095999981955, -122.44133999958606 37.78123499968104, -122.44114899979034 37.780292999962334, -122.44095799999465 37.77936399982043, -122.44111899965313 37.77937200017415, -122.4420529996136 37.779244000090955, -122.44186600001582 37.77829999973242, -122.44350700015607 37.77808900018884, -122.44515599979387 37.777887000266794, -122.44684600033789 37.77766900013938, -122.44703999960832 37.77862200016997, -122.44701700004208 37.778726000064566, -122.44715299958622 37.779393999722366, -122.44728900002866 37.78006199973372, -122.44730999994506 37.780206000348244, -122.44740100018164 37.78018799975427, -122.44758000028182 37.78105300026707, -122.44760299984803 37.78114099996947, -122.44767900001601 37.78150999976727, -122.4476370001832 37.78171900017087, -122.44745100041035 37.78219500028401, -122.44730200044748 37.782392000132, -122.44677500019279 37.78246099997265, -122.44585299992787 37.78250999971743, -122.44582600016369 37.78251199972082, -122.44580299969915 37.782513000077486, -122.44571099963765 37.78251799973065, -122.4444410001165 37.782677999812975, -122.4427930003036 37.78288499976058, -122.4427659996411 37.782822000300946))",1549,1063,14,59.30321592649312,55-60%
150,9106,708,132,110,95,99,124,118,94,125,140,108,87,105,96,90,15,152,159,100,87,114,105,2255,318.5,"POLYGON ((-122.48487400037482 37.78202499978411, -122.48473700010747 37.7801560001075, -122.48488199987243 37.78015699978604, -122.48568399958843 37.7801109996489, -122.48581300035818 37.78010399976443, -122.4859289998108 37.78009899994798, -122.48676200038724 37.78005800030432, -122.48688299986276 37.78005800030432, -122.4870050000615 37.78005400016469, -122.4878150001734 37.780016000247464, -122.48795099971753 37.78001400017654, -122.48901899957228 37.77997699991974, -122.48915699966456 37.78182499999003, -122.48808499961181 37.781874000156485, -122.4882169998563 37.78373699978963, -122.48715099965136 37.78378499976899, -122.48608899964435 37.78383299971718, -122.48501099974386 37.78388199997239, -122.48487400037482 37.78202499978411))",1189,1051,15,53.08035714285714,50-55%
