,precinct,registered_voters,yes,no,votes_cast,turnout,geometry,yes_perc,yes_perc_bin
10,1121,1056,290.0,43.0,333,31.5,"POLYGON ((-122.44888699961285 37.71383499968952, -122.44882999971145 37.71379000010256, -122.44879200007664 37.713759999888964, -122.4481080003614 37.71321100008914, -122.44740899967927 37.712649999792504, -122.44680000030712 37.71216099992269, -122.44609099957923 37.71159200033847, -122.44638299965727 37.71143600029506, -122.44767200034332 37.71074899995442, -122.44837699997493 37.71037300029864, -122.44893099999378 37.71007400004223, -122.44930900028557 37.70994600016026, -122.45009500010802 37.709679999820565, -122.45049900033908 37.70954299995978, -122.45088400030353 37.70941300002362, -122.45190600012755 37.710231000023036, -122.4525299995683 37.71073100022608, -122.45299700044684 37.71110399978365, -122.45302300038612 37.71112499983437, -122.45308899961006 37.71117800024052, -122.45246699981912 37.71159300023289, -122.45189400043199 37.71200800003307, -122.45199300016615 37.71208599984906, -122.45191100015042 37.71215800026231, -122.45101200035003 37.71285499981697, -122.45063099968525 37.71311699992396, -122.4499949996506 37.71347299964801, -122.4496570004401 37.71362799979982, -122.44909900022327 37.71388300026104, -122.44899899976586 37.71392500020267, -122.44888699961285 37.71383499968952))",87.08708708708708,75% and more
11,1106,938,210.0,54.0,264,28.1,"POLYGON ((-122.46258899994659 37.71402999995259, -122.4590349996796 37.714055000040354, -122.45902399980893 37.713172000072895, -122.45901499958812 37.71229600014815, -122.4590050004407 37.711386999662395, -122.46206300041513 37.711372999678744, -122.46256999968001 37.711369999986466, -122.46255600033462 37.71125399971088, -122.46255700015953 37.711195999860266, -122.46255700015953 37.711163000317114, -122.46255799998443 37.711118999719, -122.46255899980935 37.71107900012162, -122.46298099958375 37.71120899997777, -122.46347299967834 37.71136200009583, -122.46367600006793 37.7114189999197, -122.46376099955845 37.71150299972983, -122.46378499984786 37.71152700006419, -122.46386400038892 37.71161099975188, -122.46391500044253 37.711664999703885, -122.46412700015462 37.7119560001101, -122.46436999982888 37.712123999838994, -122.46442400025556 37.71216099992269, -122.46504199984854 37.71234600006399, -122.4652729998272 37.71236200034258, -122.46577999999043 37.71239599994603, -122.46617199962756 37.712387000282476, -122.46707200015118 37.71237199989314, -122.46707299997608 37.7124219997577, -122.46707399980097 37.712479000187514, -122.46709399989247 37.714273000021436, -122.46619900029006 37.71427999973964, -122.4652999995914 37.714287000167815, -122.46440099979101 37.714293999884696, -122.46350000034082 37.71430100031149, -122.46260200036538 37.7143080000271, -122.46258899994659 37.71402999995259))",79.54545454545455,75% and more
12,9729,755,258.0,39.0,297,39.3,"POLYGON ((-122.48504300042923 37.714753999930714, -122.48182200024817 37.714657999885034, -122.48039100017023 37.71459999985634, -122.48030599978144 37.7145970002947, -122.4802050003974 37.714592000314425, -122.47996099999993 37.71459099974983, -122.47888599957417 37.71456699969726, -122.4770160000034 37.714593000168364, -122.47662400036624 37.71456699969726, -122.47629299993014 37.714499000335216, -122.47590700014078 37.71439799996572, -122.4755370002449 37.71424700014862, -122.47544799965813 37.71419399980572, -122.47534200025123 37.71416000031663, -122.47443099985698 37.7136869997449, -122.47396399987676 37.71344600033572, -122.47339099959133 37.71323300012574, -122.47282099967892 37.71302000001406, -122.47271799974675 37.71298099989728, -122.47258399985245 37.71293200028629, -122.47237100031543 37.71286800035407, -122.47226900020817 37.71283799976717, -122.4718690001751 37.71279699979823, -122.4713550003392 37.71280199989968, -122.47116299982027 37.71280399965587, -122.47089500003167 37.712806000122704, -122.47033099996705 37.71281200010152, -122.46999299985826 37.71278100032423, -122.46930599977 37.71264700015192, -122.46866999973535 37.71252399985999, -122.46844600032767 37.71249999984855, -122.4680179998072 37.712455000161505, -122.46719199980177 37.71247699971185, -122.46707399980097 37.712479000187514, -122.46707299997608 37.7124219997577, -122.46707200015118 37.71237199989314, -122.46707200015118 37.712344000295396, -122.46706399975525 37.711648000091685, -122.46703399961802 37.7115940001273, -122.46701600007468 37.71156100005077, -122.46696500002105 37.711470000323395, -122.46928800022665 37.71054800013385, -122.46927900000581 37.70957899998923, -122.46927099960989 37.708662000105235, -122.46924100037097 37.70843800034046, -122.46913000004291 37.70831400023033, -122.46905700024796 37.70823200023837, -122.46903138478763 37.70820221950973, -122.46925234160143 37.70820169075671, -122.4708741061165 37.70820895116079, -122.4709959994157 37.70820875074635, -122.47106422556321 37.70820850484781, -122.47129620470554 37.70820766978766, -122.47140269998246 37.7082072860153, -122.47172799970981 37.708209000198345, -122.47284499996836 37.708204999727165, -122.4751139997473 37.708190999853066, -122.47645100011387 37.708188999972336, -122.47786381649382 37.708184015194846, -122.47956500016483 37.70818099973831, -122.48112091547456 37.70817853293411, -122.48242008239468 37.70817282325232, -122.4834454284431 37.70817106145221, -122.48419696529801 37.70816915182855, -122.48471700001599 37.70817300021406, -122.4853859996626 37.70817300021406, -122.48558999987708 37.708231000298596, -122.48563518783082 37.70815602538569, -122.48575535905967 37.70815602112153, -122.48575533929672 37.70815604102087, -122.48571999957343 37.708200000026274, -122.48570200003009 37.70823200023837, -122.4856529996263 37.70832500026567, -122.48547299970123 37.70859299965334, -122.48528699992838 37.708856999767974, -122.48526799966183 37.70891300016669, -122.48524500009559 37.70898799989834, -122.48520800028567 37.70914899975765, -122.4852099999355 37.709226999740295, -122.48520400008772 37.70928700027242, -122.48525799961608 37.709477000097195, -122.48543599989131 37.71031100011165, -122.48543800043944 37.711272000022845, -122.48543900026434 37.71131900022463, -122.48530600019495 37.711311000328486, -122.48518099962315 37.71464499966199, -122.48517399995048 37.71480299975805, -122.48504300042923 37.714753999930714))",86.86868686868688,75% and more
13,1114,820,184.0,35.0,219,26.7,"POLYGON ((-122.45607200013973 37.714905000135786, -122.45606100026906 37.7140769998263, -122.45217399991614 37.714104000329904, -122.45228819824665 37.71397679621308, -122.45189646271417 37.713695730629894, -122.45227799967323 37.713344000081364, -122.45288399957062 37.71282900015729, -122.45295100041609 37.71277199999672, -122.45387100013288 37.712042999687306, -122.45399900017938 37.711959999668174, -122.45450399979445 37.711634000157346, -122.45502799967609 37.711316999717646, -122.45559599993867 37.71107599970678, -122.45561900040319 37.71106599998132, -122.4560500003984 37.71092700003332, -122.45577599986373 37.7111909996505, -122.45581600004668 37.71122299999241, -122.4559010004355 37.71129399992446, -122.45593400004748 37.71132100002089, -122.45595499996385 37.71133900031657, -122.45603799980454 37.71140800034358, -122.4590050004407 37.711386999662395, -122.45901499958812 37.71229600014815, -122.45902399980893 37.713172000072895, -122.4590349996796 37.714055000040354, -122.45904600044857 37.71490799968496, -122.45617500007188 37.71492699966941, -122.45607200013973 37.714905000135786))",84.01826484018264,75% and more
14,7049,923,250.0,34.0,284,30.8,"POLYGON ((-122.40552299960171 37.715059000286864, -122.40382299991025 37.714396000252506, -122.40369300021393 37.71434100030154, -122.40361700004595 37.714327000165355, -122.4035070004411 37.71435700014933, -122.40311300025579 37.714461999997695, -122.40265399977316 37.7145859997691, -122.40256199971164 37.71465000034932, -122.40232499988517 37.71471099989603, -122.40218799961785 37.71473099978302, -122.40235199964938 37.71457900007981, -122.40244100023615 37.714436000191256, -122.40241699994671 37.71427700016503, -122.40209599955634 37.713508000031574, -122.40209800010447 37.71299500028778, -122.40209899992936 37.71279500004186, -122.4021130001731 37.7127120001544, -122.40215400018097 37.7126559997839, -122.40232800025825 37.712524999741845, -122.40261500031343 37.71235000031163, -122.40260299971953 37.712345000179674, -122.40254599981813 37.71226600004033, -122.40279199986541 37.71217200009765, -122.40310900005784 37.711997999722726, -122.40327999976206 37.71181800030172, -122.40372800037403 37.711200000170045, -122.40434799961685 37.710442999713756, -122.40520899978236 37.71068299974462, -122.40618499957561 37.71095699997258, -122.40701300012917 37.71118999975065, -122.40792699999815 37.711447999763365, -122.4074650000408 37.71248899972229, -122.40734799986492 37.71254699998207, -122.40705599978689 37.71322600030857, -122.40676700008189 37.713900999934424, -122.40647699965366 37.71457499995251, -122.40618899977359 37.715244000298874, -122.40552299960171 37.715059000286864))",88.02816901408451,75% and more
15,7053,624,204.0,15.0,219,35.1,"POLYGON ((-122.3980159997579 37.71548500025547, -122.39793100026738 37.71548200001902, -122.39761200042517 37.715414999918316, -122.39682300022965 37.71507300028472, -122.39645800035666 37.71492599981992, -122.39604099970684 37.71479799979162, -122.3954559997258 37.714691999856186, -122.3951159999672 37.71463999968496, -122.3944880003285 37.71447000026428, -122.39426200037269 37.71445100016269, -122.39357100008645 37.71447799981942, -122.39316799968032 37.71434800001331, -122.39229399999431 37.71419700009431, -122.39157900031697 37.71401700033005, -122.39129200026179 37.71387400006744, -122.39101400042745 37.71379600000165, -122.3887589999939 37.71466399971389, -122.38872899985668 37.714571999679265, -122.38857099967294 37.71436300000256, -122.38845000019742 37.714181000211916, -122.38836900000655 37.714050000023455, -122.38822599989143 37.71376900009646, -122.38815599957124 37.71359900009868, -122.38807899957834 37.71336299975618, -122.3880119996312 37.7130679996923, -122.38795700027791 37.7127710001182, -122.38790000037652 37.71254600010051, -122.38784099992695 37.71240700008617, -122.3877520002385 37.712256999650315, -122.38764900030634 37.712130999760205, -122.38745000011471 37.71194900017235, -122.38721803714205 37.711745887985145, -122.38704800043179 37.7115969998105, -122.38681599972988 37.711447999763365, -122.38645199968182 37.711160999805976, -122.38847600013669 37.7105509998594, -122.38898800032278 37.71046200013246, -122.39088800003076 37.710365000300364, -122.39133200044476 37.71014099999777, -122.39268900000455 37.70909500010429, -122.39300799984676 37.708744000332054, -122.39342799997131 37.70840199975671, -122.393462722552 37.7083736155981, -122.3947601323674 37.708398249458014, -122.39482217990238 37.708398088842635, -122.39492310652288 37.70839782873094, -122.39512008281015 37.70839732058923, -122.39512299963991 37.70840999996694, -122.39520999967851 37.70878600034377, -122.39541100041829 37.709654999678136, -122.3955179996501 37.7101169999252, -122.39563200035124 37.710611999937875, -122.39570099994822 37.7109110001555, -122.39580800007833 37.71138300007344, -122.39596299988902 37.711835999766016, -122.39606900019425 37.71208800033523, -122.39619800006567 37.71239500006244, -122.39638800003645 37.71272400012673, -122.3965100002352 37.71293400003901, -122.39663300025883 37.713110999969835, -122.39679899994022 37.713348000275126, -122.39687500010817 37.71345599974, -122.39775499964198 37.71454800033118, -122.39826600000316 37.71514800017744, -122.39846900039274 37.715455000017585, -122.39842300036196 37.71546200033469, -122.39822499999526 37.71549199985916, -122.39820200042905 37.71549199985916, -122.3980159997579 37.71548500025547))",93.15068493150685,75% and more
16,1147,1182,344.0,51.0,395,33.4,"POLYGON ((-122.43941099956574 37.71571099971482, -122.43859399978116 37.71534799975708, -122.43777199997368 37.71498699985003, -122.4369690004328 37.71460800010808, -122.43614400025227 37.71425399986928, -122.43533699961507 37.71388199968687, -122.43450999978472 37.71351900000657, -122.43457000005921 37.71343399976967, -122.4349990004046 37.71281299997949, -122.43422899957734 37.712468000058074, -122.43441100005056 37.71221699995657, -122.43484700006864 37.71184699998922, -122.43555300042347 37.71158000018276, -122.43526399982015 37.710905000022805, -122.43604899981771 37.7107480000486, -122.43699299982391 37.71074600023689, -122.4369779997553 37.71063699975745, -122.43677100006607 37.710156000128045, -122.43668800022542 37.71002300009906, -122.43704600042568 37.710043999745494, -122.43756500028445 37.71011400018208, -122.43867999999487 37.710069999671724, -122.43935200001452 37.710043999745494, -122.43948099988596 37.70999299978169, -122.43957499959728 37.71021699982098, -122.44010799969976 37.71147700030639, -122.4406039999923 37.71264600027166, -122.44007900028576 37.71278800018337, -122.43975100022271 37.71287699995926, -122.43970299964379 37.712912999790305, -122.43957999962015 37.7129469998516, -122.43941700031185 37.71299500028778, -122.43906900015732 37.71308700014853, -122.43856399964392 37.71322100023579, -122.43919100035605 37.71469400027205, -122.43990600003339 37.71501400002201, -122.43945999996956 37.71564200014166, -122.43946179031194 37.715642545896415, -122.43941334866022 37.7157120691942, -122.43941099956574 37.71571099971482))",87.0886075949367,75% and more
17,1122,814,218.0,34.0,252,31.0,"POLYGON ((-122.44450815816715 37.71602918087365, -122.44450399986569 37.716031999881245, -122.44444199994143 37.7159839999913, -122.44440199975845 37.715952000284254, -122.4438979999683 37.71555399997483, -122.44379500003615 37.715472000177535, -122.4432560000859 37.71504200003209, -122.44266199988404 37.71456699969726, -122.44334599959925 37.713927999791515, -122.44370600034766 37.71359200031615, -122.443952000395 37.713361999885635, -122.44457099981285 37.71278300008097, -122.44474300024032 37.712622000299746, -122.44552800023784 37.7118869998827, -122.44609099957923 37.71159200033847, -122.44680000030712 37.71216099992269, -122.44740899967927 37.712649999792504, -122.4481080003614 37.71321100008914, -122.44879200007664 37.713759999888964, -122.44882999971145 37.71379000010256, -122.44888699961285 37.71383499968952, -122.44876600013734 37.71390900026159, -122.44829099976118 37.714147000006264, -122.44750699958857 37.714486999939645, -122.44721600023374 37.71460700025428, -122.44699000027792 37.71472400010743, -122.44624499956502 37.71508899997445, -122.44583500038453 37.71529799973513, -122.44583819479368 37.715300545181265, -122.44557172573433 37.715458640523686, -122.44457347017988 37.71607909939217, -122.4445714615469 37.716080688325064, -122.44450815816715 37.71602918087365))",86.5079365079365,75% and more
18,1144,1133,281.0,57.0,338,29.8,"POLYGON ((-122.4408929996973 37.716404999757756, -122.44022800024867 37.71608299995232, -122.43941334866022 37.7157120691942, -122.43946179031194 37.715642545896415, -122.43945999996956 37.71564200014166, -122.43990600003339 37.71501400002201, -122.43919100035605 37.71469400027205, -122.43856399964392 37.71322100023579, -122.43906900015732 37.71308700014853, -122.43941700031185 37.71299500028778, -122.43957999962015 37.7129469998516, -122.43970299964379 37.712912999790305, -122.43975100022271 37.71287699995926, -122.44007900028576 37.71278800018337, -122.4406039999923 37.71264600027166, -122.4411039995845 37.7125109999732, -122.44158499980843 37.71238100026925, -122.44214300002528 37.712229999894944, -122.44256599962458 37.71211500014234, -122.44319199961346 37.711944000013396, -122.44331999965998 37.71190900031234, -122.44369999960158 37.711805000291065, -122.44375700040132 37.71178199993864, -122.44409700015993 37.71168899998577, -122.44440199975845 37.71160600028074, -122.4453259996732 37.71132399971514, -122.44616799957213 37.71103899979199, -122.44638299965727 37.71143600029506, -122.44609099957923 37.71159200033847, -122.44552800023784 37.7118869998827, -122.44474300024032 37.712622000299746, -122.44457099981285 37.71278300008097, -122.443952000395 37.713361999885635, -122.44370600034766 37.71359200031615, -122.44334599959925 37.713927999791515, -122.44266199988404 37.71456699969726, -122.44256499979966 37.71466100015484, -122.44189600015305 37.71530800031067, -122.44179900006868 37.715429999691615, -122.44169100011365 37.71557299979362, -122.44155399984629 37.7157530000415, -122.44105500007902 37.71641400035453, -122.44101999991891 37.716460000308444, -122.44099900000252 37.71648799977206, -122.4408929996973 37.716404999757756))",83.13609467455622,75% and more
19,7045,975,253.0,46.0,299,30.7,"POLYGON ((-122.41043411351451 37.71641259689822, -122.41043299960356 37.71641400035453, -122.41035899998373 37.71639299967096, -122.40993999968404 37.71627899981516, -122.40912200007453 37.7160560001699, -122.40831000031282 37.71583500023838, -122.40618899977359 37.715244000298874, -122.40647699965366 37.71457499995251, -122.40676700008189 37.713900999934424, -122.40705599978689 37.71322600030857, -122.40734799986492 37.71254699998207, -122.4074650000408 37.71248899972229, -122.40792699999815 37.711447999763365, -122.40882699962343 37.71170200001672, -122.40972799997195 37.71195199984119, -122.41064100001601 37.71220599978828, -122.41014999974635 37.71330400026375, -122.4110839997068 37.71355699997226, -122.41160400028879 37.713696999827306, -122.41131600040872 37.7143670001413, -122.41360100008116 37.71498699985003, -122.41539600020718 37.71547399986171, -122.41565899997288 37.71549199985916, -122.41542700016932 37.71567499982195, -122.41493000005185 37.71591400012561, -122.41422000039738 37.716206999853284, -122.41255900016566 37.716699000211676, -122.41246499955602 37.71673299995684, -122.41226700008761 37.71680400029403, -122.41221396085828 37.716836907788526, -122.41043411351451 37.71641259689822))",84.61538461538461,75% and more
20,1102,877,249.0,45.0,294,33.5,"POLYGON ((-122.46801699998228 37.71610300017964, -122.46799600006591 37.71426600030258, -122.46709399989247 37.714273000021436, -122.46707399980097 37.712479000187514, -122.46719199980177 37.71247699971185, -122.4680179998072 37.712455000161505, -122.46844600032767 37.71249999984855, -122.46866999973535 37.71252399985999, -122.46930599977 37.71264700015192, -122.46999299985826 37.71278100032423, -122.47033099996705 37.71281200010152, -122.47089500003167 37.712806000122704, -122.47116299982027 37.71280399965587, -122.4713550003392 37.71280199989968, -122.47147199961677 37.713426999971546, -122.47159800001343 37.71384899991865, -122.47163900002133 37.713986000346246, -122.47171099999136 37.71422899984871, -122.47183599966482 37.714647000079125, -122.4723970002547 37.716115000313415, -122.47253399962374 37.716496999648136, -122.47257700017977 37.716621000277435, -122.47263200043135 37.71690299986995, -122.47264999997469 37.71703399998837, -122.47267199971601 37.71724799974859, -122.47247199969947 37.717086999720955, -122.47234299982804 37.71698900021251, -122.47210299962852 37.71671799973679, -122.4718280001672 37.71642700026718, -122.47156500040151 37.71613800003143, -122.47145700044645 37.71608500033064, -122.4707140002817 37.716088999665786, -122.46981799995606 37.71609299971135, -122.46983800004755 37.71788799996506, -122.468940999897 37.71789400024296, -122.46803600024886 37.71789999980971, -122.46801699998228 37.71610300017964))",84.6938775510204,75% and more
